CID,SMILES,Estimated Log Kow ,Measured Log Kow  ,Estimated BP (oC),Estimated MP (oC),Estimated VP (mm Hg),Estimated VP (Pa),Estimated Water Sol. (mg/L),HLC (atm-m3/mole); Group Method (Based on Estimated Data),HLC (atm-m3/mole); Bond Method (Based on Estimated Data),Estimated Koc,Estimated Log Koc,BIOWIN1 (Linear Model) Probability ,BIOWIN2 (Non-Linear Model) Probability ,Estimated Atmospheric Oxidation (half-life-days),Indirect Photolysis (Half-Life-days); Measured,Estimated Ozone Reaction (half-life-days),Measured Ozone Reaction (half-life-days),Estimated Hydrolysis (half-life-days),Estimated BCF,Estimated Log BCF,Estimated Volatilization from Model River (half-life-hours),Estimated Volatilization from Model Lake (half-life-hours),STP Biodegradation (%),STP Sludge Adsorption (%),STP Volatilization (%),STP Total Removal (%),AWS_Air,AWS_Water,AWS_Soil,AWS_Sediments,Paws Score-Air,Paws-Score-Water,Paws-Score-Soil,Paws-Score-Sediments,Paws Score (Total),PEQC/aws (half-life-days),PEQC/aws Score,B Score (BCF),B Score (Log Kow),EXPaws Score (BCF),EXPaws Score (Log Kow),EXPEQC/aws Score (BCF),EXPEQC/aws Score (Log Kow),BIOWIN5 (Linear MITI Model) Probability,BIOWIN6 (Non-Linear MITI Model) Probability,BIOWIN3 numerical output ,BIOWIN4 numerical output,Ready biodegradability prediction,STP Total Removal (%) - default,STP Biodegradation (%) - default,STP Adsorption (%) - default,STP Volatilization (%) - default,Subcooled Liquid VP,WATERNT frag Water Sol estimate,KOAWIN LogKoa estimate,KOAWIN LogKoa measured,KOAWIN Log Kaw,AEROWIN Mackay Kp,AEROWIN Octanol/air Kp,AEROWIN Junge-Pankow phi,AEROWIN Mackay phi,AEROWIN Octanol/air phi
15510,C1(CCCC1)S ,2.55,,138.64,-56.2,9.1,1213.0,758.1,,0.00358,128.3,2.108,0.6989,0.826,0.2107,,0.0,,,22.52,1.353,1.197,97.82,0.06,1.93,57.51,59.49,3.87,48.5,47.3,0.336,299,48500,47300,336,96435,5.5,100000,13512,212888,1303,20530,1351,21289,0.4995,0.5968,2.9733,3.7003,NO ,59.49,0.06,1.93,57.51,11.4,1046.2,3.385,,-0.835,1.97e-09,5.96e-10,7.13e-08,1.58e-07,4.77e-08
15606,C(CCCCCCCC)(=O)OC ,3.81,4.32,210.7,-9.5,0.183,24.4,12.27,0.00131,0.00127,214.1,2.331,0.9481,0.9985,1.194,,0.0,,2660.0,13.9,1.143,1.926,131.1,0.35,40.73,19.78,60.86,8.55,27.3,63.9,0.222,735,17745,41535,144,60160,8.0,146212,8340,864000,502,51978,1219,126327,0.8901,0.9545,3.257,4.0972,YES ,60.86,0.35,40.73,19.78,0.169,45.656,5.605,,-1.285,1.33e-07,9.89e-08,4.81e-06,1.07e-05,7.91e-06
15654,CC1=C(SC=N1)C=C ,2.44,,188.45,21.97,0.639,85.19,787.9,,2.17e-06,400.8,2.603,0.7426,0.8591,0.3813,,0.5457,,,18.99,1.279,303.0,3400.0,0.1,2.83,0.12,3.06,0.524,25.4,73.7,0.416,43,25400,73700,416,99559,19.1,347727,11394,165254,1134,16452,3962,57463,0.4079,0.36,2.8477,3.5986,NO ,3.06,0.1,2.83,0.12,0.582,1043.4,6.492,,-4.052,3.87e-08,7.62e-07,1.4e-06,3.09e-06,6.1e-05
15717,C1(=CC=CC=C1)CC(=O)OCC=C ,2.93,,250.84,20.18,0.026,3.466,181.9,,1.86e-05,398.5,2.6,1.0206,0.9991,0.3415,,0.955,,138.0,39.63,1.598,43.14,581.9,0.12,4.99,0.99,6.09,0.635,24.6,74.3,0.402,52,24600,74300,402,99354,18.7,340152,23778,510683,2362,50738,8088,173710,0.585,0.706,2.8971,3.7588,YES ,6.09,0.12,4.99,0.99,0.0255,85.945,6.049,,-3.119,8.82e-07,2.75e-07,3.19e-05,7.06e-05,2.2e-05
16255,C(CCCCCCC)(=O)OCCC(C)C ,5.21,,254.66,12.74,0.0212,2.826,1.309,0.00425,0.00298,1090.0,3.037,0.9281,0.9972,0.8044,,0.0,,1509.0,53.78,1.731,1.696,141.3,0.56,74.06,13.32,87.94,4.72,22.4,72.1,0.846,401,22400,72100,846,95747,11.8,215152,32268,1000000,3090,95747,6943,215152,0.7641,0.8983,3.164,4.0365,YES ,87.94,0.56,74.06,13.32,0.0209,2.3313,6.124,,-0.914,1.08e-06,3.27e-07,3.89e-05,8.61e-05,2.61e-05
16324,C(CCC)(=O)OCC=C ,2.2,,146.72,-45.97,5.8,773.3,1233.0,0.000322,0.000406,35.37,1.549,0.8607,0.9949,0.363,,0.955,,446.2,13.16,1.119,3.214,130.0,0.09,2.15,12.83,15.07,2.24,36.4,61.2,0.12,183,36400,61200,120,97903,9.6,175000,7896,95094,773,9310,1382,16641,0.8418,0.9349,3.0561,3.8918,YES ,15.07,0.09,2.15,12.83,5.33,1435.3,3.98,,-1.78,4.22e-09,2.34e-09,1.52e-07,3.38e-07,1.88e-07
16537,CC1=CCC(CC1)C(C)(C)OC=O ,3.79,,221.88,19.12,0.119,15.87,31.13,0.000177,0.00141,289.6,2.462,0.651,0.9414,0.113,,0.02665,,63.97,147.1,2.168,5.843,176.9,0.24,20.52,6.3,27.05,0.0518,16.5,83.2,0.271,4,57750,291200,949,349902,31.8,577273,88260,758000,30882,265226,50950,437573,0.6603,0.6848,2.7245,3.6603,NO ,27.05,0.24,20.52,6.3,0.111,196.91,5.029,,-1.239,2.03e-07,2.62e-08,7.32e-06,1.62e-05,2.1e-06
16741,C1(=CC=CC=C1)CCN=C=S ,3.5,3.47,260.98,39.14,0.0113,1.507,71.96,,0.000333,726.6,2.861,0.8526,0.9555,1.497,,0.0,,,90.47,1.957,3.55,145.9,0.16,11.44,11.78,23.38,3.87,18.9,76.7,0.509,335,18900,76700,509,96444,17.2,312121,54282,694000,5235,66932,16943,216612,0.2613,0.2173,2.7856,3.5486,NO ,23.38,0.16,11.44,11.78,0.0151,34.626,5.336,,-1.866,1.49e-06,5.32e-08,5.38e-05,0.000119,4.26e-06
17121,C(C)(=O)OC(C=C)CCCCC ,3.6,,197.34,-21.78,0.412,54.93,51.58,,0.000949,188.5,2.275,0.9491,0.9985,0.2995,,0.955,,2767.0,110.4,2.043,2.136,132.7,0.16,13.4,24.49,38.05,2.1,28.3,69.4,0.211,169,18395,45110,137,63811,7.9,143939,66240,720000,4227,45944,9535,103636,0.7158,0.8581,3.2615,4.1001,YES ,38.05,0.16,13.4,24.49,0.376,78.242,5.011,,-1.411,5.98e-08,2.52e-08,2.16e-06,4.79e-06,2.01e-06
17525,C(CCC)(=O)OCCCCCC ,3.81,,210.7,-9.5,0.241,32.13,33.39,0.00125,0.00127,214.1,2.331,0.9481,0.9985,1.18,,0.0,,1509.0,151.8,2.181,1.954,131.4,0.19,18.91,27.17,46.28,8.33,27.1,64.3,0.22,716,17615,41795,143,60269,8.1,147727,91080,762000,5489,45925,13455,112568,0.8901,0.9545,3.257,4.0972,YES ,46.28,0.19,18.91,27.17,0.222,45.656,5.095,,-1.285,1.01e-07,3.05e-08,3.66e-06,8.11e-06,2.44e-06
17617,C1(CCCCC1)CCC(=O)OCC=C ,4.47,,254.19,17.28,0.0218,2.906,6.949,0.00025,0.000738,726.2,2.861,0.8283,0.9866,0.2658,,0.955,,446.2,413.8,2.617,4.711,168.9,0.48,52.38,4.68,57.54,0.748,19.8,78.9,0.532,59,19800,78900,532,99291,17.0,309091,248280,894000,24652,88766,76741,276327,0.7498,0.8497,2.9056,3.7935,YES ,57.54,0.48,52.38,4.68,0.0214,30.244,5.99,,-1.52,1.05e-06,2.4e-07,3.8e-05,8.41e-05,1.92e-05
17898,COC1=NC=CN=C1C ,1.46,1.24,190.27,20.19,0.584,77.86,8457.0,,1.74e-06,38.73,1.588,0.875,0.9832,2.625,,0.0,,,3.056,0.485,376.0,4196.0,0.09,1.82,0.1,2.01,3.4,30.7,65.8,0.106,296,30700,65800,106,96902,18.5,337121,1834,10427,178,1010,618,3515,0.5964,0.6966,2.7919,3.6772,YES ,2.01,0.09,1.82,0.1,0.532,118000.0,5.388,,-4.148,4.23e-08,6e-08,1.53e-06,3.38e-06,4.8e-06
18467,COC1=NC=CN=C1 ,0.92,0.73,169.48,24.99,1.6,213.3,25900.0,,1.57e-06,23.66,1.374,0.827,0.9757,3.177,,0.0,,,3.162,0.5,392.4,4369.0,0.09,1.77,0.09,1.96,3.82,33.1,63.0,0.0934,334,33100,63000,93,96527,18.1,328788,1897,3222,183,311,624,1059,0.6048,0.7406,2.8977,3.766,YES ,1.96,0.09,1.77,0.09,1.46,351000.0,4.923,,-4.193,1.54e-08,2.06e-08,5.57e-07,1.23e-06,1.64e-06
18554,C(C)C1=CC=CO1 ,2.4,2.4,108.5,-55.17,52.7,7026.0,1070.0,,0.00788,244.8,2.389,0.7565,0.9021,0.1051,0.09931,0.0,,,17.8,1.25,1.073,93.92,0.04,1.31,74.45,75.79,2.12,52.2,45.1,0.581,144,52200,45100,581,98025,5.0,90909,10680,150713,1047,14774,971,13701,0.3955,0.5014,2.9119,3.6405,NO ,75.79,0.04,1.31,74.45,50.4,1559.6,2.892,,-0.492,4.46e-10,1.91e-10,1.61e-08,3.57e-08,1.53e-08
18635,CSCCC=O ,0.41,,151.59,-43.53,1.98,264.0,50600.0,3.97e-07,9.61e-07,3.268,0.514,0.9826,0.9998,0.2026,,0.0,,,3.162,0.5,1506.0,16500.0,0.09,1.76,0.02,1.88,0.621,44.2,55.1,0.0869,48,44200,55100,87,99435,15.0,273485,1897,1542,189,153,519,422,0.9129,0.9585,2.9913,3.8941,YES ,1.88,0.09,1.76,0.02,1.8,75625.0,4.816,,-4.406,1.25e-08,1.61e-08,4.51e-07,1e-06,1.29e-06
18827,C=CC(CCCCC)O ,2.6,,180.31,-28.78,0.238,31.73,1836.0,,2.31e-05,33.7,1.528,0.9537,0.9845,0.2651,,0.955,,,23.96,1.379,29.86,420.6,0.1,3.28,1.24,4.62,0.996,32.7,66.2,0.0966,79,21255,43030,63,64427,10.4,189394,14376,238864,926,15389,2723,45239,0.6578,0.8251,3.3741,4.0613,YES ,4.62,0.1,3.28,1.24,0.212,1309.3,5.625,,-3.025,1.06e-07,1.04e-07,3.83e-06,8.49e-06,8.28e-06
19310,CSSSC ,1.87,,177.28,-33.9,1.1,146.7,2390.0,,0.00187,72.17,1.858,0.6874,0.7713,0.02366,,0.0,,,0.3653,-0.437,1.498,110.6,0.06,1.35,42.66,44.07,0.44,48.8,50.6,0.233,17,48800,50600,233,99650,5.7,103030,219,44479,22,4432,23,4583,0.3374,0.2535,2.9202,3.6656,NO ,44.07,0.06,1.35,42.66,1.0,3058.3,2.987,,-1.117,2.25e-08,2.38e-10,8.13e-07,1.8e-06,1.91e-08
21057,C=CC(CCCC)O ,2.1,,159.08,-40.61,0.81,108.0,5435.0,,1.74e-05,18.49,1.267,0.9603,0.9872,0.2747,,0.955,,,11.36,1.055,37.05,493.8,0.1,2.23,0.95,3.28,1.05,35.4,63.5,0.0854,84,23010,41275,56,64424,10.1,184091,6816,75536,439,4866,1255,13905,0.6501,0.8216,3.4051,4.0815,YES ,3.28,0.1,2.23,0.95,0.723,4015.6,5.248,,-3.148,3.11e-08,4.35e-08,1.12e-06,2.49e-06,3.48e-06
21363,C1(CCCCC1)CC(=O)O ,2.85,,252.87,47.57,0.0291,3.88,753.2,3.22e-07,1.32e-06,29.56,1.471,0.7525,0.8365,0.8871,,0.0,,,3.162,0.5,2169.0,23800.0,0.11,4.48,0.02,4.62,1.49,31.3,67.1,0.0958,127,31300,67100,96,98623,19.0,345455,1897,424767,187,41892,655,146738,0.6308,0.7384,3.2495,4.0281,YES ,4.62,0.11,4.48,0.02,0.0344,7297.6,7.118,,-4.268,6.54e-07,3.22e-06,2.36e-05,5.23e-05,0.000258
21648,OC1=CC=C(C=C1)CCC(C)=O ,1.48,,280.39,72.49,0.000716,0.09546,13500.0,1.44e-10,5.53e-10,216.7,2.336,0.8467,0.8468,0.2359,,0.0,,,4.425,0.646,5210000.0,56800000.0,0.09,1.87,0.0,1.97,0.00256,17.7,82.1,0.179,0,17700,82100,179,99979,31.8,577273,2655,18120,265,1812,1533,10460,0.4326,0.478,2.7953,3.5598,NO ,1.97,0.09,1.87,0.0,0.00201,22930.0,9.126,,-7.646,1.12e-05,0.000328,0.000404,0.000895,0.0256
22310,CC1(CCC(O1)C(C)(C)O)C=C ,1.99,2.43,218.99,31.06,0.0187,2.493,1669.0,,1.26e-08,16.26,1.211,-0.0487,0.0019,0.1601,,6.549,,,18.63,1.27,60600.0,662000.0,0.1,2.81,0.0,2.91,0.0898,33.9,66.0,0.0908,7,118650,231000,318,349975,40.5,736364,11178,161492,3912,56518,8231,118917,0.414,0.2295,2.39,3.2855,NO ,2.91,0.1,2.81,0.0,0.0212,15994.0,8.718,,-6.288,1.06e-06,0.000128,3.83e-05,8.49e-05,0.0102
22386,CC(CCC)O ,1.26,1.19,115.64,-63.68,7.26,967.9,39200.0,2.28e-05,1.33e-05,5.32,0.726,0.8643,0.9466,0.9392,0.9064,0.0,,,2.832,0.452,38.1,494.4,0.09,1.8,0.82,2.71,2.77,42.7,54.5,0.0877,236,42700,54500,88,97524,14.2,258333,1699,9293,166,906,439,2401,0.66,0.8561,3.1643,3.85,YES ,2.71,0.09,1.8,0.82,6.11,35529.0,4.408,,-3.218,3.68e-09,6.28e-09,1.33e-07,2.95e-07,5.02e-07
22873,C(CCCCC)(=O)OCCCCCC ,4.79,,247.73,12.58,0.0348,4.64,3.517,0.0025,0.00225,711.0,2.852,1.0432,0.9996,0.8995,,0.0,,1509.0,28.52,1.455,1.776,138.0,0.47,61.13,17.44,79.04,6.0,24.0,69.5,0.452,512,15600,45175,294,61581,8.8,160606,17112,958000,1054,58995,2748,153861,0.9055,0.9566,3.4934,4.3258,YES ,79.04,0.47,61.13,17.44,0.0337,4.477,5.826,,-1.036,6.68e-07,1.64e-07,2.41e-05,5.34e-05,1.32e-05
23235,C(C1=CC=CC=C1)(=O)OCCCCCC ,4.28,,285.11,42.34,0.00593,0.7906,8.921,9.74e-05,0.000143,1351.0,3.131,1.06,0.9996,1.333,,0.0,,2504.0,311.4,2.493,10.1,230.6,0.42,43.09,2.6,46.12,2.8,20.8,75.5,0.955,241,20800,75500,955,97496,18.8,340909,186840,856000,18216,83457,63695,291818,0.7308,0.8562,3.2039,4.053,YES ,46.12,0.42,43.09,2.6,0.00852,10.93,6.513,,-2.233,2.64e-06,8e-07,9.54e-05,0.000211,6.4e-05
23642,COC1=C(C=CC=C1)S ,2.77,,217.0,3.08,0.153,20.4,362.7,0.000274,3.09e-05,152.9,2.184,0.8127,0.9632,0.8604,,0.0,,,31.06,1.492,3.738,140.1,0.1,3.75,11.09,14.95,3.39,23.8,72.6,0.186,289,23800,72600,186,96875,14.5,263636,18636,353306,1805,34227,4913,93144,0.5236,0.5747,2.8312,3.7226,YES ,14.95,0.1,3.75,11.09,0.142,134.66,5.668,,-2.898,1.58e-07,1.14e-07,5.72e-06,1.27e-05,9.14e-06
24020,CC(C(=O)OCC)CC ,2.26,,134.87,-56.05,8.03,1071.0,1070.0,0.000689,0.000545,31.77,1.502,0.8597,0.9947,2.753,,0.0,,5521.0,14.48,1.161,2.134,119.0,0.08,2.06,22.61,24.75,17.4,38.4,44.1,0.121,1517,38400,44100,121,84138,8.2,148485,8688,109182,731,9186,1290,16212,0.718,0.884,3.0517,3.8889,YES ,24.75,0.08,2.06,22.61,7.41,2361.4,3.912,,-1.652,3.04e-09,2e-09,1.1e-07,2.43e-07,1.6e-07
24116,C(C1=CC=CC=C1N)(=O)OCC=C ,3.11,,294.2,75.1,0.00089,0.1187,125.3,1.02e-08,1.61e-08,109.7,2.04,0.6036,0.9349,0.1709,,0.955,,740.7,52.41,1.719,76400.0,834000.0,0.13,6.61,0.0,6.74,0.122,22.1,77.7,0.137,9,22100,77700,137,99946,25.3,459848,31446,622000,3143,62167,14460,286026,0.4719,0.4074,2.8128,3.7127,NO ,6.74,0.13,6.61,0.0,0.00265,583.91,9.292,,-6.182,8.49e-06,0.000481,0.000307,0.000679,0.037
24197,C(C(O)CC(=O)OCC)(=O)OCC ,-0.15,,241.14,-32.81,0.00574,0.7653,214000.0,,1.52e-07,10.0,1.0,1.1641,0.9999,1.669,,0.0,,125.0,3.162,0.5,5314.0,58100.0,0.09,1.76,0.01,1.86,1.64,34.9,63.4,0.0785,142,34900,63400,79,98521,20.0,364394,1897,425,187,42,691,155,1.0933,0.9846,3.2192,4.1607,YES ,1.86,0.09,1.76,0.01,0.00547,316000.0,5.057,,-5.207,4.11e-06,2.8e-08,0.000149,0.000329,2.24e-06
24473,CC1CCC(CC1=O)C(=C)C ,2.86,2.85,217.88,-0.75,0.183,24.4,273.1,,0.00014,136.2,2.134,0.6819,0.5972,0.153,,0.955,,,35.27,1.547,6.419,173.5,0.11,4.31,6.34,10.76,0.547,24.8,74.5,0.179,40,24800,74500,179,99519,15.5,281061,21162,424767,2106,42273,5948,119385,0.4742,0.3801,2.8403,3.6059,NO ,10.76,0.11,4.31,6.34,0.172,897.09,5.092,,-2.242,1.31e-07,3.03e-08,4.72e-06,1.05e-05,2.43e-06
24513,COC(CCCCCCCCC)OC ,4.15,,233.71,2.05,0.1,13.33,12.12,0.000868,0.000648,266.4,2.426,0.0649,0.0075,0.4952,,0.0,,,10.76,1.032,2.737,149.1,0.32,34.16,13.93,48.41,2.56,22.7,74.5,0.269,213,22700,74500,269,97682,13.3,241667,6456,830000,631,81076,1560,200583,0.459,0.4662,3.033,3.8054,NO ,48.41,0.32,34.16,13.93,0.0953,37.19,5.727,,-1.577,2.36e-07,1.31e-07,8.53e-06,1.89e-05,1.05e-05
24834,C(C)OC1=CC=C(C=O)C=C1 ,2.28,,240.08,23.86,0.0287,3.826,851.7,3.08e-05,1.06e-06,12.95,1.112,1.0926,1.0,0.355,,0.0,,,14.89,1.173,24.55,370.5,0.1,2.47,1.65,4.22,1.38,38.7,59.8,0.092,112,38700,59800,92,98704,14.0,255303,8934,114328,882,11285,2281,29188,0.9547,0.9603,2.8315,3.9048,YES ,4.22,0.1,2.47,1.65,0.028,991.69,6.647,,-4.367,8.04e-07,1.09e-06,2.9e-05,6.43e-05,8.71e-05
26331,C(C)C1=NC=CN=C1 ,0.98,0.69,168.65,19.27,3.57,476.0,28400.0,1.44e-08,4.28e-06,113.0,2.053,0.7507,0.886,6.394,,0.0,,,3.162,0.5,249.6,2810.0,0.09,1.77,0.14,2.0,4.42,26.3,69.1,0.167,388,26300,69100,167,95955,20.1,365152,1897,2939,182,282,693,1073,0.3598,0.4156,2.8853,3.6232,NO ,2.0,0.09,1.77,0.14,3.26,63521.0,4.689,,-3.999,6.9e-09,1.2e-08,2.49e-07,5.52e-07,9.6e-07
27440,C(C)C1=NC(=CS1)C ,2.58,,189.97,23.15,0.593,79.06,591.9,,6.19e-06,392.8,2.594,0.7963,0.9135,1.88,,0.0,,,23.36,1.368,107.8,1271.0,0.1,3.23,0.34,3.68,2.77,24.7,72.1,0.4,240,24700,72100,400,97440,19.7,357576,14016,228114,1366,22227,5012,81568,0.3281,0.3048,2.7684,3.5272,NO ,3.68,0.1,3.23,0.34,0.54,1024.7,6.177,,-3.597,4.17e-08,3.69e-07,1.5e-06,3.33e-06,2.95e-05
27457,C(C)C1=NC=CN=C1C ,1.53,1.07,189.48,17.11,0.608,81.06,12000.0,1.99e-08,4.72e-06,185.0,2.267,0.7987,0.9189,5.433,,0.0,,,2.36,0.373,138.2,1601.0,0.09,1.8,0.27,2.16,4.39,25.5,69.9,0.229,385,25500,69900,229,96014,19.9,362121,1416,7049,136,677,513,2553,0.3513,0.3638,2.7795,3.5344,NO ,2.16,0.09,1.8,0.27,0.553,21405.0,4.785,,-3.715,4.07e-08,1.5e-08,1.47e-06,3.25e-06,1.2e-06
27458,C(C)C1=NC=CN=C1CC ,2.02,1.51,209.41,28.65,0.776,103.5,4458.0,3.08e-08,6.26e-06,352.9,2.548,0.792,0.9028,3.69,,0.0,,,4.606,0.663,110.3,1302.0,0.09,1.88,0.35,2.32,1.83,19.4,78.4,0.382,160,67900,274400,1337,343797,42.9,780303,2764,19416,950,6675,2156,15150,0.2128,0.2016,2.7485,3.5142,NO ,2.32,0.09,1.88,0.35,0.836,6929.6,5.102,,-3.592,2.69e-08,3.1e-08,9.72e-07,2.15e-06,2.48e-06
31209,C(CCCC)C(C=O)=CC1=CC=CC=C1 ,4.33,,304.8,33.9,0.000452,0.06026,8.545,1.02e-05,7.8e-06,682.1,2.834,1.1724,1.0,0.1997,,0.5247,,,334.0,2.524,83.09,1026.0,0.45,46.35,0.29,47.1,0.361,24.5,74.5,0.625,28,24500,74500,625,99653,19.0,345455,200400,866000,19970,86299,69229,299164,0.7671,0.8576,3.0948,4.0265,YES ,47.1,0.45,46.35,0.29,0.00151,17.526,7.826,,-3.496,1.49e-05,1.64e-05,0.000538,0.00119,0.00131
31210,C1(=CC=CC=C1)CC(=O)OCCCC ,3.55,,269.08,32.02,0.00859,1.145,44.15,,3.31e-05,726.2,2.861,1.1214,0.9998,1.322,,0.0,,466.7,102.8,2.012,25.94,399.3,0.19,13.91,1.54,15.64,2.48,23.1,73.8,0.622,214,23100,73800,622,97736,19.1,347727,61680,710000,6028,69392,21448,246886,0.618,0.7695,3.16,4.0047,YES ,15.64,0.19,13.91,1.54,0.00992,26.317,6.419,,-2.869,2.27e-06,6.44e-07,8.19e-05,0.000181,5.15e-05
31219,C(CC)(=O)OCC1=CC=CC=C1 ,2.57,,234.31,10.6,0.131,17.47,416.4,2.13e-06,1.88e-05,218.7,2.34,0.9716,0.9986,1.574,,0.0,,234.8,23.12,1.364,353.5,3964.0,0.1,3.2,0.12,3.43,2.38,25.5,71.9,0.26,206,25500,71900,260,97866,19.7,358333,13872,222921,1358,21816,4971,79880,0.6026,0.7607,2.9985,3.8447,YES ,3.43,0.1,3.2,0.12,0.122,266.55,5.684,,-3.114,1.84e-07,1.19e-07,6.66e-06,1.48e-05,9.49e-06
31225,C(CC)(=O)OCCC1=CC=CC=C1 ,3.06,,252.15,21.44,0.0514,6.853,136.0,4.66e-06,2.5e-05,398.5,2.6,1.0196,0.999,1.29,,0.0,,637.7,48.76,1.688,169.1,1957.0,0.13,6.1,0.25,6.47,2.17,24.9,72.5,0.406,187,24900,72500,406,97993,19.5,355303,29256,612000,2867,59972,10395,217445,0.6103,0.7651,2.8927,3.7559,YES ,6.47,0.13,6.1,0.25,0.0491,84.014,6.052,,-2.992,4.58e-07,2.77e-07,1.66e-05,3.67e-05,2.21e-05
31234,C1(=CC=CC=C1)CCCO ,2.06,1.88,243.15,16.79,0.00848,1.131,6969.0,1.44e-07,3.83e-07,71.26,1.853,1.0242,0.9897,0.9246,,0.0,,,4.486,0.652,3367.0,36800.0,0.09,2.05,0.01,2.16,1.23,26.2,72.4,0.124,105,26200,72400,124,98829,21.1,384091,2692,45515,266,4498,1034,17482,0.5523,0.7177,3.0053,3.7171,YES ,2.16,0.09,2.05,0.01,0.0199,3432.7,6.961,,-5.081,1.13e-06,2.24e-06,4.08e-05,9.04e-05,0.000179
31244,C(C1=CC=C(C=C1)OC)=O ,1.79,1.76,221.63,12.84,0.0303,4.04,2728.0,2.28e-05,7.95e-07,10.0,1.0,1.0993,1.0,0.4315,,0.0,,,6.734,0.828,31.15,437.7,0.09,1.96,1.24,3.3,1.58,40.1,58.2,0.0903,130,40100,58200,90,98521,14.2,257576,4040,34526,398,3402,1041,8893,0.947,0.9594,2.8625,3.9251,YES ,3.3,0.09,1.96,1.24,0.0329,3096.1,6.249,,-4.489,6.84e-07,4.36e-07,2.47e-05,5.47e-05,3.48e-05
31246,CCCC(CCC)=O ,1.73,,141.64,-42.77,6.69,891.9,3511.0,0.000158,0.000154,28.57,1.456,0.7,0.7179,1.145,,0.0,,,6.428,0.808,12.49,225.8,0.09,1.92,2.84,4.86,3.56,33.0,63.3,0.0999,306,33000,63300,100,96706,14.7,267424,3857,32222,373,3116,1031,8617,0.6887,0.8605,2.9243,3.6608,YES ,4.86,0.09,1.92,2.84,6.12,3740.2,4.379,,-2.649,3.68e-09,5.87e-09,1.33e-07,2.94e-07,4.7e-07
31249,C(CCC(=O)OCC)(=O)OCC ,1.39,1.2,186.96,-71.54,0.147,19.6,5547.0,1.17e-07,9.77e-07,10.0,1.0,1.013,0.9998,2.65,,0.0,,898.3,2.876,0.459,1468.0,16100.0,0.09,1.82,0.03,1.94,3.11,36.7,60.1,0.0826,271,36700,60100,83,97154,18.1,328788,1726,9509,168,924,567,3127,1.0799,0.9844,3.0946,4.0543,YES ,1.94,0.09,1.82,0.03,0.0439,7098.1,5.867,,-4.667,5.13e-07,1.81e-07,1.85e-05,4.1e-05,1.45e-05
31252,CC1=NC=C(N=C1)C ,1.03,0.63,168.64,25.52,3.18,424.0,32000.0,1.28e-08,3.55e-06,95.04,1.978,0.8054,0.9326,10.61,,0.0,,,3.162,0.5,172.6,1970.0,0.09,1.77,0.2,2.06,5.19,26.8,67.8,0.152,456,26800,67800,152,95208,19.9,361364,1897,2559,181,244,686,925,0.4898,0.5642,2.8105,3.5547,NO ,2.06,0.09,1.77,0.2,2.9,65250.0,4.468,,-3.838,7.76e-09,7.21e-09,2.8e-07,6.21e-07,5.77e-07
31260,C(CC(C)C)O ,1.26,1.16,123.17,-61.49,3.84,512.0,41600.0,1.65e-05,1.33e-05,5.32,0.726,0.8643,0.9466,1.289,0.8165,0.0,,,2.706,0.432,39.94,514.5,0.09,1.8,0.78,2.67,2.54,42.7,54.6,0.0878,216,42700,54600,88,97604,14.2,258333,1624,8673,158,846,419,2240,0.66,0.8561,3.1643,3.85,YES ,2.67,0.09,1.8,0.78,2.37,35529.0,4.399,4.52,-3.239,9.49e-09,8.13e-09,3.43e-07,7.59e-07,6.5e-07
31265,C(CCCCC)(=O)OCC ,2.83,,170.05,-32.64,1.8,240.0,308.7,0.000629,0.000723,64.46,1.809,0.9615,0.999,1.736,,0.0,,1280.0,34.14,1.533,2.343,126.3,0.09,3.81,20.76,24.66,11.9,31.2,56.8,0.124,1031,20280,36920,81,58312,7.6,138636,20484,405650,1194,23654,2840,56238,0.8747,0.9523,3.319,4.1377,YES ,24.66,0.09,3.81,20.76,1.64,453.25,4.359,,-1.529,1.37e-08,5.61e-09,4.96e-07,1.1e-06,4.49e-07
31266,C(CCCCC)(=O)OCC=C ,3.18,,189.31,-22.26,0.721,96.13,136.1,0.000643,0.000715,117.5,2.07,0.9558,0.9988,0.3312,,0.955,,446.2,58.52,1.767,2.414,131.1,0.12,6.58,20.4,27.09,2.26,29.7,67.9,0.165,183,19305,44135,107,63730,7.9,143182,35112,636000,2238,40532,5027,91064,0.8572,0.9379,3.2925,4.1204,YES ,27.09,0.12,6.58,20.4,0.656,147.53,4.714,,-1.534,3.43e-08,1.27e-08,1.24e-06,2.74e-06,1.02e-06
31268,N1CCCC1 ,0.7,0.46,102.31,-36.04,66.5,8866.0,556000.0,3.01e-06,1.29e-05,30.03,1.478,0.8675,0.9572,0.1363,,0.0,,,3.162,0.5,207.5,2334.0,0.09,1.76,0.14,1.99,0.391,33.6,65.9,0.104,28,33600,65900,104,99632,16.8,304545,1897,1730,189,172,578,527,0.6127,0.7566,3.0664,3.7884,YES ,1.99,0.09,1.76,0.14,62.7,820000.0,4.47,4.07,-4.01,3.59e-10,2.88e-09,1.3e-08,2.87e-08,2.31e-07
